datetime,open,high,low,close,volume
2022-02-08 09:00:00,1819.51,1820.03,1816.68,1817.31,1322
2022-02-08 09:30:00,1817.31,1817.88,1815.43,1817.36,1540
2022-02-08 10:00:00,1817.34,1819.35,1817.22,1818.96,1538
2022-02-08 10:30:00,1818.96,1820.49,1818.45,1819.32,1270
2022-02-08 11:00:00,1819.32,1820.06,1817.54,1818.08,1083
2022-02-08 11:30:00,1818.05,1820.03,1817.88,1819.86,1041
2022-02-08 12:00:00,1819.87,1820.13,1818.94,1819.83,1154
2022-02-08 12:30:00,1819.86,1821.06,1818.58,1819.09,1097
2022-02-08 13:00:00,1819.09,1819.36,1817.42,1817.61,971
2022-02-08 13:30:00,1817.63,1818.57,1817.54,1818.12,1050
2022-02-08 14:00:00,1818.17,1818.68,1817.26,1817.96,1174
2022-02-08 14:30:00,1817.96,1819.0,1817.52,1817.74,1057
2022-02-08 15:00:00,1817.73,1820.03,1817.48,1819.71,1645
2022-02-08 15:30:00,1819.75,1824.72,1819.17,1824.04,2340
2022-02-08 16:00:00,1824.05,1824.48,1821.2,1821.8,2136
2022-02-08 16:30:00,1821.75,1823.18,1820.18,1822.21,2798
2022-02-08 17:00:00,1822.26,1827.39,1821.83,1827.16,2348
2022-02-08 17:30:00,1827.13,1828.34,1824.57,1824.57,2267
2022-02-08 18:00:00,1824.59,1826.45,1824.44,1825.26,1664
2022-02-08 18:30:00,1825.27,1826.41,1825.14,1826.33,1209
2022-02-08 19:00:00,1826.34,1827.75,1826.34,1827.03,952
2022-02-08 19:30:00,1827.03,1827.89,1827.03,1827.44,926
2022-02-08 20:00:00,1827.47,1828.08,1826.04,1827.04,1525
2022-02-08 20:30:00,1827.09,1828.31,1826.97,1828.1,592
2022-02-08 21:00:00,1828.1,1828.77,1827.13,1827.64,815
2022-02-08 21:30:00,1827.64,1828.08,1826.8,1826.99,988
2022-02-08 22:00:00,1826.99,1827.84,1826.74,1827.04,1090
2022-02-08 22:30:00,1827.09,1827.36,1826.53,1827.01,1151
2022-02-08 23:00:00,1826.99,1827.03,1825.85,1826.17,453
2022-02-08 23:30:00,1826.14,1826.27,1825.69,1826.0,142
2022-02-09 01:00:00,1825.74,1826.19,1825.61,1826.13,302
2022-02-09 01:30:00,1826.12,1826.25,1825.79,1825.96,406
2022-02-09 02:00:00,1825.96,1825.96,1825.16,1825.3,520
2022-02-09 02:30:00,1825.33,1825.57,1825.08,1825.49,539
2022-02-09 03:00:00,1825.45,1826.79,1825.18,1825.57,1046
2022-02-09 03:30:00,1825.54,1826.79,1825.54,1826.77,901
2022-02-09 04:00:00,1826.77,1827.86,1826.53,1827.6,1118
2022-02-09 04:30:00,1827.6,1828.18,1826.4,1827.55,1376
2022-02-09 05:00:00,1827.55,1828.76,1827.55,1828.38,1285
2022-02-09 05:30:00,1828.38,1828.7,1827.64,1828.11,782
2022-02-09 06:00:00,1828.1,1828.49,1827.27,1827.39,541
2022-02-09 06:30:00,1827.39,1827.9,1827.25,1827.28,572
2022-02-09 07:00:00,1827.28,1828.11,1827.13,1827.92,643
2022-02-09 07:30:00,1827.93,1829.17,1827.45,1827.5,1048
2022-02-09 08:00:00,1827.51,1828.19,1826.59,1826.61,1361
2022-02-09 08:30:00,1826.58,1827.75,1826.5,1827.52,1032
2022-02-09 09:00:00,1827.44,1828.26,1826.74,1826.89,1243
2022-02-09 09:30:00,1826.89,1826.93,1825.75,1826.77,1312
2022-02-09 10:00:00,1826.73,1828.24,1826.36,1827.26,1479
2022-02-09 10:30:00,1827.27,1827.86,1826.25,1826.46,1357
2022-02-09 11:00:00,1826.41,1827.65,1826.22,1827.46,1238
