datetime,open,high,low,close,volume
2024-04-24 01:00:00,5079.05,5079.15,5076.05,5076.75,366
2024-04-24 01:30:00,5076.95,5077.95,5075.25,5077.65,173
2024-04-24 02:00:00,5077.95,5079.65,5076.55,5079.65,308
2024-04-24 02:30:00,5079.85,5083.05,5077.85,5079.55,395
2024-04-24 03:00:00,5079.35,5081.85,5077.25,5081.85,480
2024-04-24 03:30:00,5081.75,5084.15,5081.05,5083.35,299
2024-04-24 04:00:00,5083.15,5084.55,5082.05,5083.65,335
2024-04-24 04:30:00,5083.15,5085.35,5081.65,5085.25,407
2024-04-24 05:00:00,5085.15,5087.15,5084.15,5086.65,262
2024-04-24 05:30:00,5086.45,5086.65,5084.75,5086.65,210
2024-04-24 06:00:00,5086.75,5090.75,5086.35,5088.95,375
2024-04-24 06:30:00,5089.15,5089.95,5087.85,5088.95,278
2024-04-24 07:00:00,5088.65,5088.95,5087.25,5087.95,160
2024-04-24 07:30:00,5087.75,5088.55,5087.25,5087.95,120
2024-04-24 08:00:00,5088.25,5090.85,5087.45,5089.25,208
2024-04-24 08:30:00,5089.45,5092.15,5088.65,5090.75,271
2024-04-24 09:00:00,5090.55,5090.55,5086.35,5087.05,620
2024-04-24 09:30:00,5086.85,5087.25,5083.05,5085.05,524
2024-04-24 10:00:00,5084.85,5085.55,5079.25,5081.05,952
2024-04-24 10:30:00,5081.25,5083.75,5079.55,5082.05,863
2024-04-24 11:00:00,5081.75,5083.25,5079.75,5080.25,646
2024-04-24 11:30:00,5080.15,5082.85,5077.05,5077.35,747
2024-04-24 12:00:00,5077.55,5079.05,5075.05,5075.85,625
2024-04-24 12:30:00,5075.95,5076.85,5070.35,5072.55,534
2024-04-24 13:00:00,5072.35,5078.05,5072.35,5077.85,508
2024-04-24 13:30:00,5077.65,5078.35,5072.85,5074.05,463
2024-04-24 14:00:00,5074.35,5080.55,5073.55,5080.35,712
2024-04-24 14:30:00,5080.05,5084.05,5079.05,5083.05,627
2024-04-24 15:00:00,5082.85,5085.65,5080.55,5084.35,645
2024-04-24 15:30:00,5084.55,5088.55,5073.55,5075.05,1212
2024-04-24 16:00:00,5074.85,5081.05,5072.35,5080.85,904
2024-04-24 16:30:00,5079.85,5088.15,5073.95,5077.15,2727
2024-04-24 17:00:00,5077.45,5087.35,5075.05,5077.95,2409
2024-04-24 17:30:00,5078.05,5080.05,5065.55,5067.85,2101
2024-04-24 18:00:00,5067.55,5069.55,5056.05,5061.65,1931
2024-04-24 18:30:00,5061.85,5066.65,5051.55,5052.85,1677
2024-04-24 19:00:00,5052.65,5059.35,5050.05,5056.35,1686
2024-04-24 19:30:00,5056.05,5059.45,5046.55,5058.65,1400
2024-04-24 20:00:00,5058.35,5067.71,5056.05,5067.15,1105
2024-04-24 20:30:00,5067.45,5080.75,5067.15,5079.75,1014
2024-04-24 21:00:00,5079.95,5080.45,5063.55,5065.85,1690
2024-04-24 21:30:00,5065.55,5067.55,5059.05,5059.55,1904
2024-04-24 22:00:00,5059.35,5077.05,5057.35,5073.55,1553
2024-04-24 22:30:00,5073.35,5077.05,5070.05,5070.05,1489
2024-04-24 23:00:00,5069.85,5072.95,5037.25,5045.95,2972
2024-04-24 23:30:00,5046.25,5046.45,5040.25,5044.45,817
2024-04-25 01:00:00,5038.25,5041.95,5036.45,5041.95,454
2024-04-25 01:30:00,5042.25,5042.45,5037.45,5039.05,453
2024-04-25 02:00:00,5039.55,5043.05,5039.05,5043.05,333
2024-04-25 02:30:00,5043.25,5043.75,5037.55,5040.75,285
2024-04-25 03:00:00,5041.05,5045.25,5040.35,5043.45,625
2024-04-25 03:30:00,5043.65,5047.45,5043.25,5046.85,322
2024-04-25 04:00:00,5046.75,5047.35,5043.85,5046.25,309
2024-04-25 04:30:00,5046.05,5046.35,5040.45,5040.75,463
2024-04-25 05:00:00,5040.45,5043.45,5040.45,5042.15,391
2024-04-25 05:30:00,5042.25,5042.35,5039.35,5040.65,285
2024-04-25 06:00:00,5040.75,5041.45,5040.05,5040.45,130
2024-04-25 06:30:00,5040.55,5040.65,5039.35,5040.45,204
2024-04-25 07:00:00,5040.55,5040.65,5039.45,5039.55,94
2024-04-25 07:30:00,5039.65,5041.65,5039.35,5040.45,138
2024-04-25 08:00:00,5040.35,5040.65,5033.75,5035.35,460
2024-04-25 08:30:00,5035.25,5037.85,5033.25,5034.75,363
2024-04-25 09:00:00,5034.95,5037.25,5032.95,5033.65,587
2024-04-25 09:30:00,5033.75,5042.35,5032.55,5041.75,754
2024-04-25 10:00:00,5041.65,5043.25,5034.95,5035.85,1385
2024-04-25 10:30:00,5035.95,5041.25,5035.95,5038.45,1071
2024-04-25 11:00:00,5038.35,5046.45,5037.75,5043.25,935
2024-04-25 11:30:00,5042.95,5047.45,5042.75,5044.95,694
2024-04-25 12:00:00,5044.75,5046.45,5043.45,5045.35,578
2024-04-25 12:30:00,5045.45,5048.25,5044.25,5045.75,572
2024-04-25 13:00:00,5045.95,5047.25,5041.75,5043.75,514
2024-04-25 13:30:00,5043.95,5045.25,5037.95,5038.75,789
2024-04-25 14:00:00,5038.45,5042.25,5034.75,5037.75,722
2024-04-25 14:30:00,5037.85,5042.85,5034.45,5042.25,592
2024-04-25 15:00:00,5041.95,5041.95,5033.45,5036.85,989
2024-04-25 15:30:00,5036.95,5045.65,5008.75,5010.45,3389
2024-04-25 16:00:00,5011.25,5013.25,5000.35,5005.65,1641
2024-04-25 16:30:00,5005.15,5007.45,4992.45,4995.75,3415
2024-04-25 17:00:00,4995.95,5011.25,4988.75,5009.75,2679
2024-04-25 17:30:00,5009.95,5011.95,4996.55,4999.05,2549
2024-04-25 18:00:00,4998.75,5012.75,4998.55,5012.35,2025
2024-04-25 18:30:00,5012.05,5019.25,5004.75,5017.75,1676
2024-04-25 19:00:00,5017.55,5030.25,5014.25,5029.05,1600
2024-04-25 19:30:00,5029.25,5035.75,5024.75,5033.05,1469
2024-04-25 20:00:00,5033.25,5039.05,5025.15,5032.25,1884
2024-04-25 20:30:00,5032.05,5053.75,5031.05,5050.55,1464
2024-04-25 21:00:00,5050.75,5052.85,5035.25,5035.25,1418
2024-04-25 21:30:00,5035.05,5043.55,5032.25,5040.05,2027
2024-04-25 22:00:00,5040.25,5058.25,5039.75,5057.05,1707
2024-04-25 22:30:00,5057.25,5057.25,5042.55,5050.75,1998
2024-04-25 23:00:00,5050.05,5098.95,5046.95,5091.25,3526
2024-04-25 23:30:00,5091.15,5099.65,5089.85,5099.65,681
2024-04-26 01:00:00,5091.75,5091.75,5087.35,5089.35,695
2024-04-26 01:30:00,5089.25,5092.35,5089.15,5091.35,462
2024-04-26 02:00:00,5090.95,5091.65,5086.15,5087.15,461
2024-04-26 02:30:00,5087.25,5088.65,5084.85,5086.95,404
2024-04-26 03:00:00,5087.45,5088.45,5084.35,5087.35,806
2024-04-26 03:30:00,5087.45,5088.85,5086.95,5087.95,430
2024-04-26 04:00:00,5088.05,5089.45,5085.65,5089.15,556
2024-04-26 04:30:00,5089.45,5092.25,5089.05,5090.95,594
2024-04-26 05:00:00,5090.85,5092.35,5090.45,5091.75,324
2024-04-26 05:30:00,5092.05,5092.35,5087.15,5089.35,336
2024-04-26 06:00:00,5089.45,5093.95,5089.45,5093.15,407
2024-04-26 06:30:00,5093.25,5094.65,5089.95,5092.25,460
2024-04-26 07:00:00,5092.05,5093.35,5090.25,5093.05,241
2024-04-26 07:30:00,5093.15,5093.85,5091.25,5091.55,215
2024-04-26 08:00:00,5091.35,5092.45,5089.95,5091.45,367
2024-04-26 08:30:00,5091.55,5095.75,5090.85,5094.95,405
2024-04-26 09:00:00,5095.15,5096.45,5093.05,5093.65,597
