datetime,open,high,low,close,volume
2024-04-24 01:00:00,5027.85,5029.85,5026.85,5028.85,116
2024-04-24 02:00:00,5029.85,5033.85,5027.85,5028.85,141
2024-04-24 03:00:00,5027.85,5040.35,5021.85,5038.35,144
2024-04-24 04:00:00,5039.35,5045.35,5035.35,5045.35,202
2024-04-24 05:00:00,5044.35,5046.35,5039.35,5042.35,87
2024-04-24 06:00:00,5043.35,5048.35,5041.35,5044.35,114
2024-04-24 07:00:00,5043.35,5044.35,5041.35,5042.35,77
2024-04-24 08:00:00,5043.35,5049.35,5043.35,5045.35,76
2024-04-24 09:00:00,5046.35,5046.85,5036.85,5041.85,376
2024-04-24 10:00:00,5038.35,5042.85,5026.85,5039.85,686
2024-04-24 11:00:00,5039.35,5044.85,5030.85,5030.85,611
2024-04-24 12:00:00,5031.85,5040.85,5031.85,5035.85,529
2024-04-24 13:00:00,5034.85,5041.85,5034.85,5037.35,373
2024-04-24 14:00:00,5037.85,5041.85,5035.85,5038.85,535
2024-04-24 15:00:00,5039.35,5042.85,5026.85,5026.85,629
2024-04-24 16:00:00,5026.35,5029.85,5014.85,5015.85,792
2024-04-24 17:00:00,5014.85,5020.85,4998.85,4998.85,1024
2024-04-24 18:00:00,4998.35,5001.85,4992.85,4992.85,543
2024-04-24 19:00:00,4993.35,4997.85,4989.85,4997.85,691
2024-04-24 20:00:00,4998.85,5012.85,4995.85,5010.85,455
2024-04-24 21:00:00,5011.85,5011.85,5000.85,5000.85,764
2024-04-24 22:00:00,5000.35,5008.85,4998.85,5003.85,601
2024-04-24 23:00:00,5002.85,5003.85,4978.85,4984.85,563
2024-04-25 01:00:00,4980.45,4983.45,4979.45,4981.45,122
2024-04-25 02:00:00,4982.45,4985.45,4980.45,4982.45,95
2024-04-25 03:00:00,4981.45,5002.95,4981.45,5000.95,162
2024-04-25 04:00:00,5001.95,5001.95,4991.95,4993.95,105
2024-04-25 05:00:00,4992.95,4996.95,4991.95,4996.95,127
2024-04-25 06:00:00,4995.95,4995.95,4991.95,4991.95,40
2024-04-25 07:00:00,4992.95,4994.95,4990.95,4991.95,24
2024-04-25 08:00:00,4990.95,4992.95,4984.95,4989.95,153
2024-04-25 09:00:00,4988.95,5003.45,4985.45,5001.45,303
2024-04-25 10:00:00,5002.45,5003.45,4973.45,4979.45,858
2024-04-25 11:00:00,4980.45,4990.45,4977.45,4982.45,486
2024-04-25 12:00:00,4981.95,4983.45,4974.45,4976.45,304
2024-04-25 13:00:00,4975.95,4977.45,4959.45,4959.45,304
2024-04-25 14:00:00,4959.95,4970.45,4956.45,4969.45,418
2024-04-25 15:00:00,4970.45,4970.45,4933.45,4936.45,1250
2024-04-25 16:00:00,4935.95,4940.45,4911.45,4916.45,1511
2024-04-25 17:00:00,4915.45,4943.45,4908.45,4943.45,1315
2024-04-25 18:00:00,4942.45,4951.95,4940.95,4947.95,841
2024-04-25 19:00:00,4946.95,4953.95,4943.95,4951.95,631
2024-04-25 20:00:00,4952.45,4965.95,4945.95,4963.95,849
2024-04-25 21:00:00,4964.45,4965.95,4956.45,4962.95,902
2024-04-25 22:00:00,4963.45,4971.95,4961.95,4964.95,777
2024-04-25 23:00:00,4962.95,4994.95,4960.95,4994.95,641
2024-04-26 01:00:00,4980.15,4980.15,4976.15,4977.15,148
2024-04-26 02:00:00,4976.15,4977.15,4972.15,4973.15,112
2024-04-26 03:00:00,4974.15,4974.15,4960.15,4965.65,201
2024-04-26 04:00:00,4966.65,4973.65,4963.65,4972.65,191
2024-04-26 05:00:00,4971.65,4974.65,4968.65,4971.65,53
2024-04-26 06:00:00,4972.65,4978.65,4971.65,4975.65,152
2024-04-26 07:00:00,4974.65,4975.65,4971.65,4972.65,55
2024-04-26 08:00:00,4971.65,4983.55,4971.65,4980.65,92
2024-04-26 09:00:00,4981.65,4993.15,4981.65,4983.15,377
2024-04-26 10:00:00,4984.15,4985.15,4971.15,4979.15,637
2024-04-26 11:00:00,4978.15,4984.15,4975.15,4978.15,491
2024-04-26 12:00:00,4977.15,4983.15,4972.15,4981.15,353
2024-04-26 13:00:00,4980.15,4985.15,4978.15,4984.15,325
2024-04-26 14:00:00,4985.15,4991.15,4983.15,4988.15,379
2024-04-26 15:00:00,4987.15,5001.15,4983.15,4990.15,1286
