datetime,open,high,low,close,volume
2024-04-24 01:00:00,5027.85,5027.85,5026.85,5027.85,9
2024-04-24 01:15:00,5026.85,5029.85,5026.85,5027.85,26
2024-04-24 01:30:00,5026.85,5027.85,5026.85,5026.85,75
2024-04-24 01:45:00,5027.85,5028.85,5026.85,5028.85,6
2024-04-24 02:00:00,5029.85,5029.85,5027.85,5028.85,26
2024-04-24 02:15:00,5029.85,5030.85,5028.85,5030.85,16
2024-04-24 02:30:00,5029.85,5032.85,5028.85,5031.85,43
2024-04-24 02:45:00,5030.85,5033.85,5028.85,5028.85,56
2024-04-24 03:00:00,5027.85,5028.85,5021.85,5026.85,54
2024-04-24 03:15:00,5025.85,5035.35,5025.85,5035.35,33
2024-04-24 03:30:00,5034.35,5038.35,5033.35,5036.35,23
2024-04-24 03:45:00,5035.35,5040.35,5034.35,5038.35,34
2024-04-24 04:00:00,5039.35,5039.35,5035.35,5037.35,43
2024-04-24 04:15:00,5038.35,5042.35,5038.35,5038.35,43
2024-04-24 04:30:00,5037.35,5038.35,5035.35,5036.35,56
2024-04-24 04:45:00,5037.35,5045.35,5037.35,5045.35,60
2024-04-24 05:00:00,5044.35,5045.35,5043.35,5045.35,6
2024-04-24 05:15:00,5046.35,5046.35,5040.35,5041.35,34
2024-04-24 05:30:00,5040.35,5041.35,5039.35,5040.35,19
2024-04-24 05:45:00,5041.35,5042.35,5039.35,5042.35,28
2024-04-24 06:00:00,5043.35,5048.35,5042.35,5045.35,35
2024-04-24 06:15:00,5044.35,5045.35,5043.35,5043.35,14
2024-04-24 06:30:00,5044.35,5045.35,5041.35,5043.35,36
2024-04-24 06:45:00,5042.35,5044.35,5041.35,5044.35,29
2024-04-24 07:00:00,5043.35,5044.35,5042.35,5043.25,17
2024-04-24 07:15:00,5044.25,5044.25,5041.35,5043.35,41
2024-04-24 07:30:00,5042.35,5043.35,5041.35,5042.35,15
2024-04-24 07:45:00,5041.35,5043.35,5041.35,5042.35,4
2024-04-24 08:00:00,5043.35,5047.35,5043.35,5047.35,13
2024-04-24 08:15:00,5046.35,5047.35,5045.35,5045.35,30
2024-04-24 08:30:00,5046.35,5048.35,5045.35,5048.35,9
2024-04-24 08:45:00,5049.35,5049.35,5045.35,5045.35,24
2024-04-24 09:00:00,5046.35,5046.85,5038.85,5038.85,106
2024-04-24 09:15:00,5038.35,5043.85,5037.85,5039.85,75
2024-04-24 09:30:00,5040.85,5043.85,5037.85,5043.85,50
2024-04-24 09:45:00,5042.85,5042.85,5036.85,5041.85,145
2024-04-24 10:00:00,5038.35,5038.85,5027.85,5027.85,242
2024-04-24 10:15:00,5028.85,5033.85,5027.85,5027.85,135
2024-04-24 10:30:00,5026.85,5035.85,5026.85,5033.85,151
2024-04-24 10:45:00,5034.85,5042.85,5033.85,5039.85,158
2024-04-24 11:00:00,5039.35,5044.85,5037.85,5042.85,128
2024-04-24 11:15:00,5041.85,5042.85,5037.85,5039.85,134
2024-04-24 11:30:00,5038.85,5042.85,5036.85,5041.85,150
2024-04-24 11:45:00,5041.35,5042.85,5030.85,5030.85,199
2024-04-24 12:00:00,5031.85,5037.85,5031.85,5035.85,172
2024-04-24 12:15:00,5034.85,5038.85,5033.85,5037.85,125
2024-04-24 12:30:00,5038.35,5040.85,5036.85,5037.85,124
2024-04-24 12:45:00,5036.85,5038.85,5033.85,5035.85,108
2024-04-24 13:00:00,5034.85,5041.85,5034.85,5041.85,89
2024-04-24 13:15:00,5040.85,5041.85,5038.85,5039.85,99
2024-04-24 13:30:00,5039.35,5040.85,5036.85,5038.85,72
2024-04-24 13:45:00,5039.85,5041.85,5036.85,5037.35,113
2024-04-24 14:00:00,5037.85,5039.85,5036.85,5038.85,118
2024-04-24 14:15:00,5039.35,5040.85,5035.85,5038.85,138
2024-04-24 14:30:00,5037.85,5041.85,5037.85,5038.85,142
2024-04-24 14:45:00,5039.85,5040.85,5037.85,5038.85,137
