datetime,open,high,low,close,volume
2024-05-13 21:45:00,0.66094,0.66096,0.66073,0.66084,290
2024-05-13 22:00:00,0.66083,0.66085,0.66059,0.66068,214
2024-05-13 22:15:00,0.66068,0.66078,0.66058,0.66065,264
2024-05-13 22:30:00,0.66066,0.66071,0.6606,0.66063,169
2024-05-13 22:45:00,0.66063,0.66068,0.66052,0.66068,251
2024-05-13 23:00:00,0.66067,0.66068,0.66056,0.66057,104
2024-05-13 23:15:00,0.66057,0.66069,0.66057,0.66068,82
2024-05-13 23:30:00,0.66068,0.66079,0.66066,0.66072,97
2024-05-13 23:45:00,0.66072,0.66078,0.66069,0.66074,109
2024-05-14 00:00:00,0.66073,0.66073,0.66012,0.66055,63
2024-05-14 00:15:00,0.66057,0.66083,0.66045,0.66054,86
2024-05-14 00:30:00,0.66055,0.66082,0.66054,0.66078,81
2024-05-14 00:45:00,0.66078,0.6608,0.6606,0.6606,56
2024-05-14 01:00:00,0.66061,0.66074,0.66061,0.66072,58
2024-05-14 01:15:00,0.66072,0.66079,0.66069,0.66077,101
2024-05-14 01:30:00,0.66075,0.66092,0.66074,0.66088,211
2024-05-14 01:45:00,0.66088,0.66092,0.66079,0.66087,206
2024-05-14 02:00:00,0.66087,0.66097,0.66082,0.66095,213
2024-05-14 02:15:00,0.66095,0.66101,0.66086,0.66094,225
2024-05-14 02:30:00,0.66094,0.66096,0.66076,0.6609,187
2024-05-14 02:45:00,0.66091,0.66118,0.66088,0.66108,282
2024-05-14 03:00:00,0.66108,0.66111,0.66053,0.66069,645
2024-05-14 03:15:00,0.66069,0.66079,0.66042,0.66043,485
2024-05-14 03:30:00,0.66043,0.66049,0.66024,0.66026,356
2024-05-14 03:45:00,0.66026,0.66061,0.66023,0.66046,635
2024-05-14 04:00:00,0.66046,0.66086,0.66034,0.66035,753
2024-05-14 04:15:00,0.66035,0.66039,0.65997,0.66007,823
2024-05-14 04:30:00,0.66007,0.66022,0.65982,0.65995,924
2024-05-14 04:45:00,0.65995,0.66039,0.65995,0.6602,739
2024-05-14 05:00:00,0.6602,0.66022,0.65988,0.66014,694
2024-05-14 05:15:00,0.66014,0.66025,0.66005,0.66017,466
2024-05-14 05:30:00,0.66017,0.6602,0.65998,0.66014,527
2024-05-14 05:45:00,0.66016,0.66027,0.66,0.66013,481
2024-05-14 06:00:00,0.66013,0.6603,0.66003,0.6602,401
2024-05-14 06:15:00,0.6602,0.66047,0.66017,0.66041,346
2024-05-14 06:30:00,0.6604,0.66046,0.66024,0.66029,365
2024-05-14 06:45:00,0.66029,0.6603,0.65998,0.66012,360
2024-05-14 07:00:00,0.66012,0.66015,0.66,0.66008,215
2024-05-14 07:15:00,0.66008,0.66014,0.65997,0.65998,188
2024-05-14 07:30:00,0.65998,0.66007,0.65988,0.65997,269
2024-05-14 07:45:00,0.65999,0.65999,0.65979,0.65994,253
2024-05-14 08:00:00,0.65994,0.65999,0.65978,0.65985,278
2024-05-14 08:15:00,0.65985,0.66019,0.65984,0.66012,307
2024-05-14 08:30:00,0.66012,0.66024,0.65999,0.66008,377
2024-05-14 08:45:00,0.66006,0.66006,0.65977,0.65993,496
2024-05-14 09:00:00,0.65994,0.66013,0.65985,0.66008,617
2024-05-14 09:15:00,0.66007,0.66023,0.65989,0.65994,497
2024-05-14 09:30:00,0.65993,0.66018,0.65988,0.66012,457
2024-05-14 09:45:00,0.66012,0.66033,0.66008,0.66008,330
2024-05-14 10:00:00,0.66008,0.66041,0.66007,0.66028,485
2024-05-14 10:15:00,0.66028,0.66049,0.66009,0.66039,485
2024-05-14 10:30:00,0.66039,0.66059,0.66029,0.66048,429
2024-05-14 10:45:00,0.66048,0.66084,0.66042,0.66082,439
2024-05-14 11:00:00,0.66082,0.66084,0.66024,0.66026,670
2024-05-14 11:15:00,0.66026,0.66041,0.66007,0.66031,589
2024-05-14 11:30:00,0.66031,0.66051,0.66021,0.66041,499
2024-05-14 11:45:00,0.66041,0.66059,0.66029,0.66029,452
2024-05-14 12:00:00,0.66029,0.6606,0.66022,0.66057,593
2024-05-14 12:15:00,0.66057,0.66088,0.66057,0.66075,495
2024-05-14 12:30:00,0.66075,0.66103,0.66059,0.66093,381
2024-05-14 12:45:00,0.66093,0.66121,0.66089,0.66108,388
2024-05-14 13:00:00,0.66109,0.66116,0.66088,0.66089,372
2024-05-14 13:15:00,0.66091,0.66099,0.66078,0.6609,375
2024-05-14 13:30:00,0.6609,0.66101,0.66079,0.66093,457
2024-05-14 13:45:00,0.66093,0.66115,0.66089,0.66113,367
2024-05-14 14:00:00,0.66113,0.66131,0.66096,0.6611,319
2024-05-14 14:15:00,0.6611,0.6612,0.661,0.66104,270
2024-05-14 14:30:00,0.66104,0.66124,0.66102,0.66124,275
2024-05-14 14:45:00,0.66124,0.66135,0.66094,0.66096,305
2024-05-14 15:00:00,0.66096,0.66132,0.66095,0.66116,413
2024-05-14 15:15:00,0.66116,0.66127,0.6609,0.66095,367
2024-05-14 15:30:00,0.66095,0.66165,0.65786,0.66134,3780
2024-05-14 15:45:00,0.66134,0.66221,0.66088,0.66172,1793
2024-05-14 16:00:00,0.66172,0.6626,0.66121,0.66234,1973
2024-05-14 16:15:00,0.66233,0.66244,0.66154,0.66169,1424
2024-05-14 16:30:00,0.66169,0.66245,0.66158,0.66219,1534
2024-05-14 16:45:00,0.66219,0.66268,0.66212,0.66259,917
2024-05-14 17:00:00,0.66256,0.66268,0.66217,0.66224,1004
2024-05-14 17:15:00,0.66223,0.66242,0.66188,0.66203,1380
2024-05-14 17:30:00,0.66204,0.66241,0.66182,0.66209,1247
2024-05-14 17:45:00,0.66209,0.66275,0.66193,0.6624,1351
2024-05-14 18:00:00,0.6624,0.66269,0.66227,0.6625,876
2024-05-14 18:15:00,0.66251,0.66262,0.662,0.66214,751
2024-05-14 18:30:00,0.66215,0.66234,0.66203,0.66227,898
2024-05-14 18:45:00,0.66229,0.66272,0.66215,0.66219,720
2024-05-14 19:00:00,0.66219,0.66222,0.66189,0.66211,759
2024-05-14 19:15:00,0.66211,0.66214,0.66184,0.66195,565
2024-05-14 19:30:00,0.66195,0.6622,0.66191,0.66196,649
2024-05-14 19:45:00,0.66195,0.6621,0.66187,0.66202,466
2024-05-14 20:00:00,0.66203,0.66205,0.66184,0.66189,406
2024-05-14 20:15:00,0.66189,0.6619,0.66163,0.66185,300
2024-05-14 20:30:00,0.66185,0.66191,0.66167,0.66176,148
2024-05-14 20:45:00,0.66176,0.66177,0.66163,0.66175,175
2024-05-14 21:00:00,0.66175,0.66222,0.66171,0.66221,245
2024-05-14 21:15:00,0.66221,0.66238,0.6622,0.66229,274
2024-05-14 21:30:00,0.66228,0.6625,0.66224,0.66241,318
2024-05-14 21:45:00,0.66241,0.66245,0.66224,0.66229,358
2024-05-14 22:00:00,0.66229,0.66257,0.66227,0.6625,310
2024-05-14 22:15:00,0.6625,0.66271,0.66247,0.66266,322
2024-05-14 22:30:00,0.66266,0.66266,0.66255,0.66262,276
2024-05-14 22:45:00,0.66262,0.66273,0.66257,0.66261,256
2024-05-14 23:00:00,0.66261,0.66268,0.66241,0.66249,159
2024-05-14 23:15:00,0.66249,0.6625,0.66238,0.66241,108
2024-05-14 23:30:00,0.66241,0.66259,0.6624,0.66255,72
2024-05-14 23:45:00,0.66255,0.66268,0.66253,0.66261,155
2024-05-15 00:00:00,0.66251,0.66251,0.66202,0.66247,41
2024-05-15 00:15:00,0.66247,0.66257,0.66241,0.6625,57
2024-05-15 00:30:00,0.66251,0.66251,0.66247,0.66248,41
2024-05-15 00:45:00,0.66248,0.6625,0.66243,0.66249,62
2024-05-15 01:00:00,0.66249,0.66253,0.6624,0.66241,97
2024-05-15 01:15:00,0.66241,0.66247,0.66239,0.66245,72
2024-05-15 01:30:00,0.66245,0.66257,0.6624,0.66244,200
2024-05-15 01:45:00,0.66244,0.66256,0.66244,0.66256,136
2024-05-15 02:00:00,0.66256,0.66256,0.66234,0.66235,131
2024-05-15 02:15:00,0.66235,0.66246,0.66235,0.66238,131
2024-05-15 02:30:00,0.66238,0.66239,0.66214,0.66232,218
2024-05-15 02:45:00,0.66232,0.66252,0.66224,0.66235,287
2024-05-15 03:00:00,0.66235,0.66285,0.6623,0.66276,520
2024-05-15 03:15:00,0.66276,0.66304,0.66275,0.66292,454
2024-05-15 03:30:00,0.66292,0.66297,0.6625,0.66252,417
2024-05-15 03:45:00,0.66252,0.6627,0.66246,0.6626,567
2024-05-15 04:00:00,0.6626,0.66289,0.66259,0.66272,457
2024-05-15 04:15:00,0.66272,0.66297,0.66257,0.66296,436
2024-05-15 04:30:00,0.66296,0.66326,0.66211,0.66305,718
2024-05-15 04:45:00,0.66305,0.66326,0.66275,0.66317,494
2024-05-15 05:00:00,0.66319,0.66337,0.6631,0.66327,363
2024-05-15 05:15:00,0.66328,0.66368,0.66313,0.66363,362
2024-05-15 05:30:00,0.66364,0.66442,0.66363,0.66408,635
2024-05-15 05:45:00,0.66409,0.66419,0.66369,0.66407,410
2024-05-15 06:00:00,0.66407,0.66444,0.66403,0.66437,434
2024-05-15 06:15:00,0.66437,0.66466,0.66434,0.66462,354
2024-05-15 06:30:00,0.66462,0.66508,0.6646,0.66487,466
2024-05-15 06:45:00,0.66487,0.66492,0.66464,0.6647,351
2024-05-15 07:00:00,0.6647,0.66476,0.66456,0.66464,319
2024-05-15 07:15:00,0.66464,0.6647,0.6645,0.66462,221
2024-05-15 07:30:00,0.66462,0.66462,0.66426,0.66435,340
2024-05-15 07:45:00,0.66435,0.66442,0.66407,0.66412,292
2024-05-15 08:00:00,0.66412,0.66462,0.66404,0.66452,411
2024-05-15 08:15:00,0.66452,0.66479,0.66438,0.6646,439
2024-05-15 08:30:00,0.6646,0.66473,0.66433,0.66436,447
2024-05-15 08:45:00,0.66436,0.66468,0.6642,0.66463,393
2024-05-15 09:00:00,0.66462,0.66474,0.66425,0.66426,616
2024-05-15 09:15:00,0.66426,0.66426,0.66386,0.66404,535
2024-05-15 09:30:00,0.66404,0.66416,0.66384,0.66415,382
2024-05-15 09:45:00,0.66415,0.66436,0.66411,0.66427,504
2024-05-15 10:00:00,0.66427,0.66453,0.66402,0.66432,739
2024-05-15 10:15:00,0.66432,0.66438,0.66407,0.66422,529
2024-05-15 10:30:00,0.66422,0.66454,0.6642,0.66439,669
2024-05-15 10:45:00,0.6644,0.66453,0.66422,0.66425,665
2024-05-15 11:00:00,0.66425,0.66444,0.66423,0.66434,390
2024-05-15 11:15:00,0.66434,0.6648,0.66424,0.6647,568
2024-05-15 11:30:00,0.6647,0.66474,0.66429,0.66447,632
