datetime,open,high,low,close,volume
2018-04-04 07:00:00,1.22823,1.2284,1.22781,1.22781,684
2018-04-04 08:00:00,1.22781,1.22813,1.22726,1.22781,1199
2018-04-04 09:00:00,1.22781,1.22781,1.22633,1.22663,3135
2018-04-04 10:00:00,1.22663,1.2295,1.2257,1.22946,6019
2018-04-04 11:00:00,1.22946,1.23147,1.2288,1.22906,6486
2018-04-04 12:00:00,1.22904,1.22966,1.22762,1.22774,2897
2018-04-04 13:00:00,1.22773,1.22871,1.22759,1.22848,3431
2018-04-04 14:00:00,1.22848,1.22926,1.22817,1.2288,3413
2018-04-04 15:00:00,1.22881,1.23007,1.22708,1.22967,5049
2018-04-04 16:00:00,1.22967,1.23,1.22878,1.22964,5699
2018-04-04 17:00:00,1.22962,1.23098,1.22892,1.22983,6539
2018-04-04 18:00:00,1.22984,1.23037,1.229,1.22911,4279
2018-04-04 19:00:00,1.22911,1.22977,1.22867,1.22937,2293
2018-04-04 20:00:00,1.22937,1.22943,1.22822,1.22832,2633
2018-04-04 21:00:00,1.22832,1.22851,1.22738,1.22799,2967
2018-04-04 22:00:00,1.22797,1.22842,1.22742,1.22827,2415
2018-04-04 23:00:00,1.22826,1.22826,1.22764,1.22792,562
2018-04-05 00:00:00,1.22797,1.22831,1.22787,1.22821,1288
2018-04-05 01:00:00,1.22823,1.22857,1.22806,1.22845,704
2018-04-05 02:00:00,1.22845,1.22873,1.22816,1.22873,534
2018-04-05 03:00:00,1.22872,1.22903,1.22843,1.22862,1591
2018-04-05 04:00:00,1.22861,1.22893,1.22769,1.22801,1109
2018-04-05 05:00:00,1.22801,1.22815,1.2277,1.22797,836
2018-04-05 06:00:00,1.22797,1.22872,1.22776,1.22846,1128
2018-04-05 07:00:00,1.22846,1.22852,1.22746,1.22766,1064
2018-04-05 08:00:00,1.22766,1.22789,1.22703,1.22751,1109
2018-04-05 09:00:00,1.22751,1.22756,1.22585,1.22631,3326
2018-04-05 10:00:00,1.22632,1.22709,1.2249,1.22573,5219
2018-04-05 11:00:00,1.22575,1.22688,1.22537,1.22651,3039
2018-04-05 12:00:00,1.22651,1.22837,1.22625,1.22761,3422
2018-04-05 13:00:00,1.22761,1.22801,1.22686,1.22798,2811
2018-04-05 14:00:00,1.22798,1.22815,1.22529,1.22559,3463
2018-04-05 15:00:00,1.22563,1.22627,1.22354,1.22499,7488
2018-04-05 16:00:00,1.22499,1.22687,1.22448,1.22556,6056
