datetime,open,high,low,close,volume
2017-12-28 21:00:00,1294.15,1294.64,1294.06,1294.61,3119
2017-12-28 22:00:00,1294.63,1294.83,1294.19,1294.3,3248
2017-12-28 23:00:00,1294.31,1294.86,1294.29,1294.86,1325
2017-12-29 00:00:00,1294.68,1307.48,1293.78,1302.56,171976
2017-12-29 01:00:00,1294.06,1294.16,1293.73,1293.99,1350
2017-12-29 02:00:00,1293.97,1294.68,1293.85,1294.59,2201
2017-12-29 03:00:00,1294.59,1295.7,1294.5,1295.54,4256
2017-12-29 04:00:00,1295.54,1296.13,1295.31,1295.74,3414
2017-12-29 05:00:00,1295.75,1295.8,1295.16,1295.35,2269
2017-12-29 06:00:00,1295.35,1295.75,1295.34,1295.57,1817
2017-12-29 07:00:00,1295.56,1295.98,1295.46,1295.87,2040
2017-12-29 08:00:00,1295.87,1295.95,1295.1,1295.53,2688
2017-12-29 09:00:00,1295.52,1295.63,1294.56,1295.04,3836
2017-12-29 10:00:00,1295.04,1296.8,1294.95,1296.33,6151
2017-12-29 11:00:00,1296.32,1297.27,1296.29,1296.78,4766
2017-12-29 12:00:00,1296.78,1297.4,1296.36,1296.97,4122
2017-12-29 13:00:00,1296.97,1297.4,1296.8,1297.0,3332
2017-12-29 14:00:00,1296.99,1297.48,1296.23,1296.52,5210
2017-12-29 15:00:00,1296.52,1300.09,1296.33,1299.46,7968
2017-12-29 16:00:00,1299.46,1303.75,1299.25,1301.36,10435
2017-12-29 17:00:00,1301.31,1303.5,1301.26,1302.56,9711
2017-12-29 18:00:00,1302.56,1303.62,1302.31,1303.35,8257
2017-12-29 19:00:00,1303.32,1305.99,1303.21,1305.99,8216
2017-12-29 20:00:00,1305.99,1307.41,1302.3,1303.6,8821
2017-12-29 21:00:00,1303.55,1303.86,1302.25,1302.97,4067
2017-12-29 22:00:00,1302.96,1303.75,1302.5,1303.14,3448
2017-12-29 23:00:00,1303.14,1303.33,1302.01,1302.54,1796
2018-01-02 00:00:00,1307.33,1318.82,1307.31,1317.82,178318
2018-01-02 09:00:00,1309.81,1310.17,1308.62,1309.28,6186
2018-01-02 10:00:00,1309.28,1310.73,1308.4,1310.12,7079
2018-01-02 11:00:00,1310.1,1312.21,1309.88,1312.14,6350
2018-01-02 12:00:00,1312.08,1312.74,1310.03,1311.74,7029
2018-01-02 13:00:00,1311.74,1312.15,1310.04,1310.06,4391
2018-01-02 14:00:00,1310.07,1312.49,1309.97,1311.96,5737
2018-01-02 15:00:00,1311.98,1314.26,1311.79,1313.81,8709
2018-01-02 16:00:00,1313.81,1314.42,1312.12,1312.54,11807
2018-01-02 17:00:00,1312.56,1313.46,1310.71,1312.12,11763
2018-01-02 18:00:00,1312.12,1313.5,1311.16,1311.16,9395
2018-01-02 19:00:00,1311.08,1312.32,1311.08,1312.32,6170
